datetime,pm25,temp,humidity,precip,wind_speed,hour,day_of_week,month,is_weekend,is_rainy_season,traffic_proxy,pm25_lag1,pm25_lag2,pm25_lag3,pm25_lag24,traffic_lag1,traffic_lag2,precip_lag1,wind_speed_lag1,pm25_roll3,pm25_roll6,pm25_roll12,pm25_roll24
2024-01-02 20:00:00,41.3,27.6,75,0.0,11.5,20,1,1,0,0,0.9386966281070632,49.4,41.7,40.7,60.1,1.0,1.0,0.0,15.0,43.93333333333334,43.13333333333333,47.45000000000001,45.13333333333333
2024-01-02 21:00:00,32.7,27.0,80,0.0,9.5,21,1,1,0,0,0.62025454537368,41.3,49.4,41.7,51.9,0.9386966281070632,1.0,0.0,11.5,44.133333333333326,42.5,46.708333333333336,44.35
2024-01-02 22:00:00,27.2,26.6,83,0.0,6.5,22,1,1,0,0,0.4377767624886967,32.7,41.3,49.4,45.4,0.62025454537368,0.9386966281070632,0.0,9.5,41.13333333333333,40.9,45.11666666666667,43.550000000000004
2024-01-02 23:00:00,24.4,26.4,83,0.0,6.7,23,1,1,0,0,0.12017024636218578,27.2,32.7,41.3,38.9,0.4377767624886967,0.62025454537368,0.0,6.5,33.733333333333334,38.833333333333336,42.541666666666664,42.791666666666664
2024-01-03 00:00:00,23.6,26.1,85,0.0,5.6,0,2,1,0,0,0.10000066583614699,24.4,27.2,32.7,33.1,0.12017024636218578,0.4377767624886967,0.0,6.7,28.099999999999998,36.11666666666667,40.13333333333333,42.1875
2024-01-03 01:00:00,24.4,25.9,87,0.0,3.6,1,2,1,0,0,0.10001866446911353,23.6,24.4,27.2,31.1,0.10000066583614699,0.12017024636218578,0.0,5.6,25.066666666666666,33.1,38.016666666666666,41.791666666666664
2024-01-03 02:00:00,26.1,25.5,91,0.0,1.6,2,2,1,0,0,0.10033546262790252,24.4,23.6,24.4,32.7,0.10001866446911353,0.10000066583614699,0.0,3.6,24.13333333333333,28.933333333333334,36.03333333333334,41.5125
2024-01-03 03:00:00,27.5,25.5,89,0.0,2.9,3,2,1,0,0,0.10386592013947281,26.1,24.4,23.6,37.6,0.10033546262790252,0.10001866446911353,0.0,1.6,24.700000000000003,26.400000000000002,34.449999999999996,41.237500000000004
2024-01-03 04:00:00,28.5,25.1,89,0.0,5.8,4,2,1,0,0,0.12856550078455037,27.5,26.1,24.4,42.1,0.10386592013947281,0.10033546262790252,0.0,2.9,26.0,25.53333333333333,33.21666666666666,40.81666666666667
2024-01-03 05:00:00,29.6,24.8,93,0.0,7.3,5,2,1,0,0,0.2353352832366127,28.5,27.5,26.1,44.4,0.12856550078455037,0.10386592013947281,0.0,5.8,27.36666666666667,25.75,32.291666666666664,40.25
2024-01-03 06:00:00,31.0,24.5,95,0.0,6.8,6,2,1,0,0,0.7611122905071874,29.6,28.5,27.5,46.0,0.2353352832366127,0.12856550078455037,0.0,7.3,28.53333333333333,26.616666666666664,31.366666666666664,39.63333333333333
2024-01-03 07:00:00,39.7,25.0,90,0.0,6.4,7,2,1,0,0,1.0,31.0,29.6,28.5,50.5,0.7611122905071874,0.2353352832366127,0.0,6.8,29.7,27.849999999999998,30.474999999999998,39.00833333333333
2024-01-03 08:00:00,39.8,26.5,80,0.0,5.9,8,2,1,0,0,1.0,39.7,31.0,29.6,50.2,1.0,0.7611122905071874,0.0,6.4,33.43333333333333,30.400000000000002,29.666666666666668,38.55833333333333
2024-01-03 09:00:00,36.7,28.2,70,0.0,4.7,9,2,1,0,0,1.0,39.8,39.7,31.0,51.8,1.0,1.0,0.0,5.9,36.833333333333336,32.68333333333334,29.541666666666668,38.125
2024-01-03 10:00:00,37.6,29.6,65,0.0,4.7,10,2,1,0,0,0.7611122905071874,36.7,39.8,39.7,58.1,1.0,1.0,0.0,4.7,38.733333333333334,34.21666666666667,29.875,37.49583333333333
2024-01-03 11:00:00,34.9,30.9,59,0.0,3.7,11,2,1,0,0,0.4853352832366127,37.6,36.7,39.8,53.3,0.7611122905071874,1.0,0.0,4.7,38.03333333333333,35.733333333333334,30.74166666666667,36.641666666666666
2024-01-03 12:00:00,34.0,31.8,55,0.0,3.8,12,2,1,0,0,0.37856550078455037,34.9,37.6,36.7,49.0,0.4853352832366127,0.7611122905071874,0.0,3.7,36.4,36.61666666666667,31.616666666666664,35.875
2024-01-03 13:00:00,31.0,32.5,51,0.0,4.1,13,2,1,0,0,0.35849227276083206,34.0,34.9,37.6,48.2,0.37856550078455037,0.4853352832366127,0.0,3.8,35.5,37.11666666666667,32.483333333333334,35.25
2024-01-03 14:00:00,29.3,33.0,49,0.0,4.0,14,2,1,0,0,0.3939369336234074,31.0,34.0,34.9,45.1,0.35849227276083206,0.37856550078455037,0.0,4.1,33.300000000000004,35.666666666666664,33.03333333333333,34.53333333333333
2024-01-03 15:00:00,28.6,33.1,48,0.0,4.0,15,2,1,0,0,0.5108276240994183,29.3,31.0,34.0,42.3,0.3939369336234074,0.35849227276083206,0.0,4.0,31.433333333333334,33.916666666666664,33.300000000000004,33.87500000000001
2024-01-03 16:00:00,28.9,32.8,48,0.0,4.1,16,2,1,0,0,0.766501568322093,28.6,29.3,31.0,39.6,0.5108276240994183,0.3939369336234074,0.0,4.0,29.633333333333336,32.56666666666667,33.39166666666667,33.30416666666667
2024-01-03 17:00:00,30.3,31.4,54,0.2,9.7,17,2,1,0,0,1.0,28.9,28.6,29.3,40.7,0.766501568322093,0.5108276240994183,0.0,4.1,28.933333333333334,31.11666666666667,33.425000000000004,32.858333333333334
2024-01-03 18:00:00,31.4,28.9,71,0.0,16.0,18,2,1,0,0,1.0,30.3,28.9,28.6,41.7,1.0,0.766501568322093,0.2,9.7,29.26666666666667,30.349999999999998,33.483333333333334,32.425000000000004
2024-01-03 19:00:00,37.3,28.2,68,0.0,15.3,19,2,1,0,0,1.0,31.4,30.3,28.9,49.4,1.0,1.0,0.0,16.0,30.2,29.916666666666668,33.516666666666666,31.995833333333334
2024-01-03 20:00:00,31.7,27.6,72,0.0,13.1,20,2,1,0,0,0.9386966281070632,37.3,31.4,30.3,41.3,1.0,1.0,0.0,15.3,33.0,30.96666666666667,33.31666666666667,31.491666666666664
